Job Seeker ID,Surname,Given Name,Date of Birth,Next Provider Appointment,Allowance Type,Job Plan Status,Job Plan Date,Contact Number,Job Seeker Tags,Age,Client Group,Client Note,Commencement Date,Contract Type,Early School Leaver,Exit Date,Group By,Job Search,Managed By,NEIS Referred,Outcome,Period Of Service (weeks),Phase,Placement Status,Postcode,Priority,Referral Date,Seasonal Work Eligibility,Specialist Type,Stream,Subcontractor,Suburb,Suspension Reason,Time in Program (weeks),Time with Provider (weeks),Time with Site (weeks),Outstanding non-compliance event,Demerit/ Penalty Count
258984004,KAZ,AMRINDER,15/08/1972,,Newstart Allowance,Approved,31/07/2018,491555555,,47,No Client Group,,31/07/2018,jobactive,,,,5,(XJFZTC64),,,23,Case Management,Commenced,4870,0,6/07/2016,,All Client Types,Stream B,0,MOOROOBOOL,,128,162,152,,
259756909,MUTLUOL,SOBIA,9/06/1954,,Newstart Allowance,Approved,30/06/2017,70109999,,65,No Client Group,SUS 17.06.19,,jobactive,,,,0,(KL2610),,,0,Case Management,Suspended,4870,0,29/06/2016,,All Client Types,Stream B,0,MOOROOBOOL,Voluntary Work,11,167,4,,
259817809,MURRIHY,KAYLEE,1/05/1996,,Newstart Allowance,No Job Plan,,491555555,,23,No Client Group,Grn DL support,21/11/2018,jobactive,,,,15,(XPZSWK36),,,104,Case Management,Commenced,4870,0,21/11/2018,,All Client Types,Stream A,0,MOOROOBOOL,,115,115,53,,
260837019,ABBOTTSMITH,ZACKERY,1/10/1970,,Newstart Allowance,Approved,26/08/2019,491555555,,49,No Client Group,,14/03/2018,jobactive,,,,5,(CW2761),,,91,Case Management,Commenced,4869,0,2/03/2018,,All Client Types,Stream A,0,BENTLEY PARK,,99,91,89,,
263665809,MAMMINO,CAIRO,7/08/1981,,Newstart Allowance,Approved,27/06/2019,491555555,,38,No Client Group,,27/06/2019,jobactive,,,,8,(GWZCVP49),,,7,Case Management,Suspended,4870,0,13/06/2019,,All Client Types,Stream B,0,MANUNDA,Temporary Medical Incapacity Exemption,9,24,22,,
266686809,WREGHITT,ZEPHYR,11/11/1996,,,Pending,,491555555,,23,ATSI,"lab, WC, DL",13/02/2018,jobactive,,,Green,0,(DBXSFP74),,,60,Work for the Dole,Commenced,4868,0,19/01/2018,,All Client Types,Stream B,0,BAYVIEW HEIGHTS,,72,75,71,,
272246809,KREUZER,AZIZOLLAH,27/04/1954,,Newstart Allowance,Approved,23/05/2019,491555555,,65,No Client Group,O,18/10/2017,jobactive,,,,0,(TT3371),,,102,Case Management,Commenced,4865,0,26/05/2017,,All Client Types,Stream B,0,GORDONVALE,,131,131,130,,
274846309,GARNICA,FIA,15/09/1986,,Newstart Allowance,Pending,,491555555,,33,ATSI,,,jobactive,,,,0,(BFTDCM93),,,0,Case Management,Suspended,4870,0,22/07/2019,,All Client Types,Stream B,0,BRINSMEAD,Other Special Circumstances Exemption,3,18,0,,
276897809,COCKER,BIKASH,17/08/1993,,Newstart Allowance,Approved,9/07/2019,******,,26,No Client Group,DL - GRN,12/06/2018,jobactive,,,,10,(CW2761),,,68,Work for the Dole,Commenced,4869,0,7/06/2018,,All Client Types,Stream A,0,EDMONTON,,77,77,76,,
280711909,NKRUMAH,ALLYCIA,20/01/1994,,Newstart Allowance,Approved,4/07/2019,491555555,,26,ATSI,,13/06/2017,jobactive,,,,8,(TT3371),,,193,Case Management,Commenced,4870,0,13/06/2017,,All Client Types,Stream B,0,MANOORA,,204,222,128,,
288925609,FERASET,YEN,27/11/1972,,Newstart Allowance,Pending,,491555555,,47,No Client Group,AG CARE/ CMTSVR,30/07/2015,jobactive,,,,0,(GWZCVP49),,,214,Work for the Dole,Commenced,4865,0,27/07/2015,,All Client Types,Stream B,0,GORDONVALE,,226,223,222,,
290984109,CLITHEROE,COSKUN,22/06/1979,,Newstart Allowance,Approved,22/02/2019,491555555,,40,No Client Group,"Amb, hospo",12/03/2018,jobactive,,,,10,(XPZSWK36),,,81,Work for the Dole,Commenced,4869,0,9/03/2018,,All Client Types,Stream A,0,EDMONTON,,90,90,89,,
294643409,DE BARTOLO,VASKO,10/04/1986,,Carer Payment,Approved,1/10/2019,491555555,,33,ATSI,,25/03/2019,jobactive,,6/11/2019,,10,(JD3304),,Job seeker is no longer considered FEP,27,,Exited,4870,0,21/03/2019,,All Client Types,Stream A,0,EARLVILLE,,32,32,32,,
300486409,FEASEY,YEE LING,2/09/1965,,Newstart Allowance,No Job Plan,,******,,54,ATSI,,,jobactive,,,,8,(GWZCVP49),,,156,Work for the Dole,Pending,4869,0,16/08/2019,,All Client Types,Stream B,0,EDMONTON,,171,15,0,,
301766019,FENNELL,MONIC,17/12/1998,,Youth Allowance,Approved,19/10/2018,491555555,,21,No Client Group,RetHosp,18/05/2018,jobactive,,,,12,(JD3304),,,72,Work for the Dole,Commenced,4869,0,17/05/2018,,All Client Types,Stream A,0,BENTLEY PARK,,80,80,80,,
309848509,FARINOLA,MAX,14/07/1988,,Newstart Allowance,Approved,20/08/2019,491555555,,31,ATSI,,28/06/2019,jobactive,,,,8,(XJFZTC64),,,28,Case Management,Commenced,4870,0,4/03/2019,,All Client Types,Stream B,0,EARLVILLE,,36,36,22,,
